g u-g g-r r-i i-z mux muy HRV UU VV WW Px Mv CL Typ Teff logg Pop Age Mass Mbol Radius [M/H] [a/Fe] longitude latitude RAJ2000 DECJ2000 Dist x_Gal y_Gal z_Gal Av errPx errMux errMuy errHrv errMv errMass errAge errTeff errLogg errMet errAlphaFe errBand_g errBand_u errBand_r errBand_i errBand_z
21.659 2.447 1.185 0.476 0.279 8.835 -5.129 121.66 -30.72 -210.22 11.64 0.00028 8.77 5 6.85 4188.0 4.97 11 11.9593 0.535 7.952 0.457 -0.336 0.164 240.328293 -47.789036 61.876762 -37.797958 3.5272 -9.1731 -2.0591 -2.5975 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.777 1.019 0.346 0.128 0.025 6.333 1.778 87.3 -103.5 -114.15 18.92 0.00028 5.02 5 5.05 5919.0 4.39 11 12.0451 0.699 5.083 0.824 -0.747 0.277 240.294388 -48.172649 61.391296 -37.775826 3.5375 -9.169 -2.0491 -2.621 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.715 2.167 1.063 0.42 0.239 10.125 -5.753 92.3 -29.13 -217.84 54.98 0.00028 8.81 5 6.75 4199.0 4.74 9 13.9315 0.483 8.121 0.398 -1.466 0.276 239.854355 -48.412312 61.088585 -37.483147 3.5515 -9.1839 -2.0385 -2.6413 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.192 1.062 0.361 0.131 0.027 15.069 -10.654 248.42 -19.44 -401.07 -12.54 0.00028 5.42 5 5.1 5817.0 4.72 9 13.8014 0.831 5.472 0.698 -0.74 0.22 240.159042 -48.221909 61.32906 -37.685589 3.5592 -9.18 -2.0569 -2.6392 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.884 2.424 1.209 0.484 0.283 8.981 -3.235 38.81 -7.97 -127.11 49.02 0.00028 8.98 5 6.9 4097.0 4.69 11 12.013 0.402 8.101 0.437 -0.671 0.285 239.679642 -47.72023 61.958916 -37.361298 3.5536 -9.2069 -2.0637 -2.6142 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.739 2.421 1.184 0.47 0.275 6.229 -0.028 199.41 -109.27 -189.24 -72.04 0.00028 8.83 5 6.85 4043.0 4.7 11 11.9889 0.478 7.952 0.457 -0.361 0.237 239.879471 -48.058849 61.53413 -37.498524 3.5569 -9.193 -2.0563 -2.6307 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.614 1.749 0.667 0.242 0.114 4.599 -3.334 6.91 1.15 -80.26 57.15 0.00028 6.78 5 6.2 4985.0 4.76 11 12.0381 0.775 6.469 0.615 -0.783 0.311 240.405746 -47.784473 61.882771 -37.849979 3.5447 -9.1763 -2.0711 -2.6103 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.799 2.367 1.201 0.473 0.27 3.498 0.234 135.24 -107.93 -96.87 -57.91 0.00028 8.88 5 6.9 4025.0 4.89 11 12.1127 0.5 8.101 0.437 -0.953 0.343 239.598419 -48.343513 61.17437 -37.312885 3.5671 -9.1998 -2.0449 -2.6502 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.24 2.133 1.051 0.399 0.228 4.83 -0.501 106.03 -63.3 -129.26 -14.39 0.00028 8.32 5 6.7 4307.0 4.8 11 12.0363 0.703 7.512 0.511 -0.722 0.322 240.26619 -47.893448 61.744473 -37.756645 3.5795 -9.1904 -2.0841 -2.6406 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.63 1.975 0.936 0.353 0.202 2.899 -7.261 75.77 67.43 -128.44 -33.47 0.00028 7.74 5 6.6 4473.0 4.69 11 11.8664 0.612 7.224 0.542 -1.111 0.306 240.047165 -47.911709 61.72057 -37.60989 3.5641 -9.1928 -2.0699 -2.63 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.916 0.992 0.322 0.118 0.018 5.464 5.732 81.06 -144.78 -55.29 -2.7 0.00028 5.14 5 4.95 5928.0 4.48 11 12.0276 0.74 4.892 0.875 -0.947 0.285 239.74379 -47.772373 61.893974 -37.405075 3.5799 -9.2123 -2.0782 -2.6358 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.07 1.478 0.68 0.274 0.134 -3.372 -16.478 52.07 230.38 -149.94 -53.97 0.00028 7.21 5 6.25 4963.0 4.64 9 13.9149 0.637 6.866 0.531 -1.801 0.244 240.365021 -48.028278 61.57402 -37.823048 3.5841 -9.1852 -2.0834 -2.6497 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.85 1.19 0.432 0.157 0.048 10.545 3.105 89.9 -139.75 -149.92 60.82 0.00028 6.05 5 5.4 5580.0 4.53 9 13.8533 0.61 5.849 0.638 -0.964 0.197 239.784012 -47.626049 62.078606 -37.430344 3.582 -9.2149 -2.0861 -2.6312 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.201 1.87 0.773 0.284 0.145 11.579 -6.751 111.94 -27.84 -247.34 51.13 0.00028 7.33 5 6.35 4818.0 4.69 11 11.9872 0.524 6.779 0.587 -0.882 0.277 240.37941 -48.452389 61.037029 -37.831429 3.5845 -9.175 -2.0667 -2.6676 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.081 1.317 0.519 0.194 0.077 6.815 -5.348 20.63 33.18 -147.93 67.59 0.00028 6.25 5 5.75 5257.0 4.77 11 11.8683 0.773 5.982 0.667 -1.122 0.343 239.701279 -48.585106 60.870785 -37.381958 3.5965 -9.2003 -2.0541 -2.6821 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.615 2.245 0.92 0.325 0.175 -2.449 -6.519 191.12 32.03 -144.7 -159.05 0.00028 7.69 5 6.5 4426.0 4.59 11 12.1394 0.49 7.078 0.558 -0.499 0.229 239.902664 -48.206295 61.348351 -37.514717 3.6188 -9.2094 -2.0866 -2.683 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.444 2.018 0.839 0.304 0.159 2.543 1.278 118.97 -54.91 -86.22 -65.67 0.00028 7.54 5 6.45 4664.0 4.82 11 12.071 0.593 6.93 0.571 -0.81 0.243 239.237656 -48.011429 61.588089 -37.068886 3.616 -9.2373 -2.0787 -2.6727 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.378 1.664 0.621 0.224 0.101 6.309 -4.147 94.98 -27.95 -160.15 12.48 0.00028 6.52 5 6.1 5092.0 4.7 11 11.9964 0.785 6.31 0.632 -0.775 0.305 239.42778 -48.181175 61.377174 -37.197987 3.6079 -9.2236 -2.0712 -2.6738 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.922 1.026 0.275 0.09 -0.002 1.084 -4.335 109.97 6.26 -114.81 -60.11 0.00028 4.13 5 4.75 6272.0 4.18 11 12.1064 0.731 4.108 1.177 -0.459 0.227 239.722046 -47.630371 62.07246 -37.388645 3.6134 -9.2278 -2.1029 -2.6546 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.008 1.639 0.692 0.261 0.128 10.665 1.886 118.13 -123.38 -167.66 27.27 0.00028 7.12 5 6.25 4887.0 4.9 9 13.8577 0.595 6.866 0.531 -1.198 0.244 240.116608 -47.850803 61.797802 -37.65612 3.6268 -9.2126 -2.1102 -2.6739 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.929 2.403 1.206 0.48 0.278 9.602 1.482 96.23 -96.53 -143.82 23.29 0.00028 8.98 5 6.9 4006.0 4.92 11 12.188 0.487 8.101 0.437 -0.804 0.313 239.631119 -48.325089 61.197704 -37.334526 3.625 -9.2186 -2.0796 -2.6926 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.238 2.041 0.791 0.281 0.143 5.369 -3.897 160.32 -54.55 -169.87 -57.4 0.00028 7.33 5 6.35 4694.0 4.69 11 12.0433 0.802 6.779 0.587 -0.661 0.291 239.288956 -47.659508 62.029892 -37.097378 3.633 -9.2497 -2.1038 -2.6703 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.11 1.066 0.353 0.125 0.023 1.392 -4.98 68.96 29.98 -109.73 -18.65 0.00028 5.3 5 5.05 5904.0 4.55 11 11.8799 0.798 5.083 0.824 -0.754 0.282 240.515381 -47.788185 61.878262 -37.923656 3.6248 -9.1987 -2.12 -2.6697 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.715 0.989 0.322 0.119 0.018 3.694 1.5 178.78 -77.62 -119.65 -111.03 0.00028 4.9 5 4.95 5990.0 4.52 11 12.046 0.872 4.892 0.875 -0.744 0.227 240.029266 -48.483799 60.998425 -37.599159 3.6326 -9.2028 -2.0858 -2.705 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.365 1.901 0.826 0.306 0.16 2.302 -7.805 56.56 89.69 -137.03 -4.63 0.00027 7.44 5 6.45 4690.0 4.71 11 11.9717 0.631 6.93 0.571 -0.869 0.328 240.465637 -48.326904 61.195572 -37.889378 3.6529 -9.1972 -2.1132 -2.7135 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.973 1.613 0.543 0.187 0.07 12.203 -3.651 113.75 -67.96 -206.41 39.94 0.00027 6.11 5 5.75 5273.0 4.63 11 11.8629 0.685 5.982 0.667 -0.65 0.25 239.61702 -47.782345 61.880093 -37.320019 3.6463 -9.2392 -2.1136 -2.6854 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.517 1.165 0.414 0.146 0.039 8.672 0.525 139.33 -108.02 -175.3 -5.33 0.00027 5.67 5 5.3 5682.0 4.54 11 12.0896 0.698 5.456 0.743 -0.9 0.25 240.078308 -48.111927 61.467907 -37.631584 3.6543 -9.2171 -2.1147 -2.7055 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.227 1.147 0.386 0.133 0.029 1.261 -2.704 66.13 36.6 -87.31 -36.81 0.00027 5.39 5 5.15 5784.0 4.55 11 11.901 0.76 5.271 0.78 -0.641 0.283 239.918533 -48.377811 61.132133 -37.525703 3.6545 -9.2167 -2.1004 -2.7169 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.225 0.857 0.311 0.131 0.031 10.461 -12.312 201.78 73.8 -347.42 -28.56 0.00027 5.39 5 5.0 5943.0 4.49 9 13.9062 0.794 5.279 0.739 -2.049 0.237 240.619644 -48.574589 60.880508 -37.989559 3.6773 -9.1937 -2.1201 -2.7423 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.164 1.116 0.298 0.086 -0.006 4.59 -3.265 95.65 -13.68 -125.98 -22.49 0.00027 4.33 5 4.8 6208.0 4.33 11 12.064 1.006 4.305 1.08 -0.313 0.138 239.366882 -47.859375 61.780373 -37.153164 3.666 -9.2533 -2.1165 -2.7034 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.367 1.033 0.31 0.106 0.009 5.367 0.436 63.81 -53.82 -88.16 4.23 0.00027 4.52 5 4.9 6011.0 4.59 8 10.0316 1.058 4.502 1.023 -0.769 0.234 240.331772 -47.94009 61.685596 -37.800709 3.685 -9.2219 -2.145 -2.7209 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.724 1.369 0.462 0.155 0.046 6.982 1.675 73.66 -114.43 -96.27 29.64 0.00027 5.84 5 5.45 5699.0 4.7 11 11.9479 0.717 5.637 0.713 -0.561 0.311 240.439713 -47.686794 62.006561 -37.872501 3.7019 -9.2294 -2.1677 -2.7225 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.394 1.143 0.41 0.147 0.04 -0.258 -3.443 123.96 15.01 -92.47 -99.5 0.00027 5.52 5 5.3 5765.0 4.6 11 12.0233 0.859 5.456 0.743 -0.766 0.293 239.313629 -48.429947 61.064159 -37.124378 3.7022 -9.2537 -2.1125 -2.7548 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.47 0.901 0.339 0.141 0.038 5.962 -12.673 119.2 95.33 -238.65 -22.76 0.00027 5.6 5 5.1 5797.0 4.42 9 13.9628 0.716 5.472 0.698 -1.737 0.267 239.302216 -48.565159 60.894497 -37.117836 3.7224 -9.2576 -2.1182 -2.7757 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.912 2.399 1.181 0.468 0.272 7.472 2.347 128.98 -131.47 -119.45 -18.91 0.00027 8.9 5 6.85 4060.0 4.84 11 12.0663 0.421 7.952 0.457 -0.562 0.277 239.499115 -47.680389 62.006779 -37.239235 3.7306 -9.2748 -2.1641 -2.7434 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.6 2.136 0.907 0.327 0.175 4.794 -4.992 39.49 10.35 -100.25 21.37 0.00027 7.61 5 6.5 4386.0 4.66 11 11.9714 0.41 7.078 0.558 -0.596 0.304 240.373215 -48.103333 61.478996 -37.828491 3.7251 -9.2297 -2.1623 -2.7577 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.88 1.938 0.733 0.261 0.129 4.961 -10.219 171.44 72.65 -242.23 -78.2 0.00027 6.92 5 6.3 4856.0 4.79 11 12.0788 0.677 6.626 0.601 -0.596 0.239 239.130447 -48.509995 60.962471 -37.003658 3.733 -9.2689 -2.1228 -2.7813 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.336 1.689 0.583 0.203 0.084 5.158 -3.126 168.38 -37.16 -179.94 -68.22 0.00027 6.42 5 5.95 5199.0 4.78 11 12.0241 0.697 6.147 0.647 -0.588 0.237 239.483353 -47.605503 62.100601 -37.227375 3.7261 -9.2757 -2.1642 -2.7368 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.082 1.525 0.639 0.244 0.115 8.999 -5.992 219.39 -14.41 -271.43 -78.4 0.00027 7.14 5 6.2 4971.0 4.63 9 13.9047 0.423 6.704 0.547 -1.384 0.21 239.541458 -47.967335 61.646801 -37.27161 3.7479 -9.2721 -2.1631 -2.7688 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.159 2.257 1.065 0.399 0.23 -4.204 -8.85 37.58 123.14 -59.54 -57.34 0.00027 8.13 5 6.7 4233.0 4.69 11 12.0022 0.555 7.512 0.511 -0.51 0.237 240.454163 -48.273434 61.263355 -37.882 3.7597 -9.234 -2.177 -2.791 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.234 2.226 0.815 0.279 0.142 9.452 0.423 71.96 -87.98 -138.32 44.23 0.00027 7.25 5 6.35 4737.0 4.75 11 12.0657 0.675 6.779 0.587 -0.254 0.195 240.229996 -48.580509 60.875645 -37.731728 3.7562 -9.2338 -2.157 -2.8017 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.131 1.232 0.4 0.128 0.025 2.472 -2.847 120.32 -4.63 -145.38 -49.2 0.00027 5.23 5 5.15 5828.0 4.57 11 11.9323 0.667 5.271 0.78 -0.333 0.194 239.787857 -48.530956 60.93903 -37.439201 3.7562 -9.2517 -2.1495 -2.7995 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.346 0.959 0.27 0.096 0.004 3.251 -7.394 63.34 56.15 -141.2 0.98 0.00027 4.47 5 4.8 6124.0 4.32 11 11.985 0.943 4.305 1.08 -0.799 0.305 240.601746 -48.196125 61.360783 -37.980679 3.75 -9.2271 -2.1778 -2.7804 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.149 1.594 0.569 0.201 0.082 2.532 1.29 98.04 -76.5 -84.44 -30.87 0.00027 6.21 5 5.9 5210.0 4.41 8 9.9591 0.707 5.952 0.702 -0.793 0.266 239.785919 -47.812416 61.843948 -37.433826 3.7649 -9.2723 -2.1849 -2.7746 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.967 2.236 1.105 0.432 0.246 8.414 0.767 337.47 -190.12 -282.63 -148.98 0.00027 8.94 5 6.8 4244.0 4.88 9 13.9131 0.323 8.284 0.376 -1.235 0.235 240.393951 -48.569485 60.88868 -37.840275 3.7601 -9.2292 -2.1633 -2.8042 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.602 2.024 0.894 0.328 0.176 3.423 0.34 113.57 -74.98 -110.72 -35.0 0.00026 7.59 5 6.5 4607.0 4.81 11 12.1375 0.709 7.078 0.558 -0.684 0.287 239.973236 -48.234329 61.313187 -37.561832 3.7762 -9.2587 -2.1777 -2.8016 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.742 1.567 0.652 0.246 0.117 8.08 -1.557 135.54 -64.64 -207.8 3.58 0.00026 6.78 5 6.2 5000.0 4.68 11 12.1017 0.655 6.469 0.615 -1.183 0.264 240.170624 -48.447601 61.043861 -37.692974 3.7765 -9.246 -2.1731 -2.8112 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.761 2.286 1.134 0.441 0.251 0.837 -5.631 132.72 32.3 -143.48 -81.95 0.00026 8.72 5 6.8 4131.0 4.82 11 11.8907 0.469 7.803 0.476 -1.053 0.306 240.087906 -48.043652 61.554131 -37.637779 3.7861 -9.2623 -2.1941 -2.8005 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.845 2.018 0.941 0.352 0.201 7.951 -0.95 103.58 -76.2 -147.88 7.97 0.00026 7.82 5 6.6 4379.0 4.82 11 11.9884 0.583 7.224 0.542 -0.945 0.321 239.365234 -47.929905 61.691879 -37.153103 3.7902 -9.2941 -2.1852 -2.7986 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.793 1.586 0.654 0.245 0.117 2.887 -1.731 54.89 -40.04 -58.77 -13.91 0.00026 6.82 5 6.2 5044.0 4.67 11 12.1069 0.627 6.469 0.615 -1.024 0.314 239.385513 -48.1143 61.460747 -37.16906 3.7942 -9.2901 -2.1801 -2.8097 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.905 1.419 0.495 0.173 0.06 -2.545 -3.99 72.48 58.72 -56.07 -84.82 0.00026 5.97 5 5.6 5497.0 4.68 11 11.8558 0.716 5.812 0.689 -0.624 0.249 239.197403 -48.39069 61.112461 -37.046864 3.7821 -9.2861 -2.1572 -2.8128 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.385 1.567 0.574 0.206 0.086 1.275 -3.119 147.28 -26.7 -132.69 -82.23 0.00026 6.42 5 5.95 5233.0 4.79 11 11.882 0.732 6.147 0.647 -0.925 0.311 239.350372 -47.902016 61.726662 -37.142738 3.8035 -9.2999 -2.1936 -2.8072 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.57 1.004 0.331 0.128 0.03 3.389 -1.173 48.03 -7.92 -65.79 -11.26 0.00026 3.63 4 4.8 5872.0 3.78 8 10.0388 0.987 3.5 1.724 -1.155 0.382 239.335953 -48.450813 61.038124 -37.139351 3.8399 -9.2989 -2.1907 -2.8587 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.03 2.107 1.006 0.379 0.216 9.607 -2.537 -21.86 -1.65 -118.2 118.57 0.00026 7.97 5 6.65 4366.0 4.74 11 11.9447 0.718 7.368 0.528 -0.851 0.242 239.860916 -48.218918 61.332314 -37.48695 3.8246 -9.2795 -2.2038 -2.837 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.626 2.141 0.907 0.327 0.175 7.328 -5.511 185.32 -12.3 -244.06 -50.72 0.00026 7.59 5 6.5 4454.0 4.71 11 11.9859 0.576 7.078 0.558 -0.777 0.282 240.445145 -47.595997 62.121635 -37.875763 3.8211 -9.271 -2.2415 -2.8065 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.194 1.098 0.378 0.136 0.031 7.062 -1.696 174.71 -70.42 -182.52 -60.2 0.00026 5.25 5 5.15 5798.0 4.65 11 12.1952 0.588 5.271 0.78 -0.706 0.281 240.068527 -48.020733 61.583035 -37.624741 3.838 -9.2809 -2.2247 -2.8381 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.939 1.274 0.482 0.177 0.063 0.211 -6.684 118.59 20.55 -116.94 -77.23 0.00026 5.96 5 5.6 5471.0 4.65 11 12.0787 0.715 5.812 0.689 -0.954 0.267 239.250931 -47.804386 61.847717 -37.074432 3.857 -9.3245 -2.2264 -2.8425 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.122 1.06 0.352 0.125 0.023 9.321 -0.182 171.29 -140.35 -209.69 -3.86 0.00026 5.18 5 5.05 5875.0 4.52 11 11.7869 0.78 5.083 0.824 -0.853 0.31 239.181839 -48.212215 61.335892 -37.03442 3.8467 -9.3132 -2.2014 -2.8532 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.956 1.816 0.722 0.263 0.13 2.173 5.27 159.82 -135.44 -88.05 -84.93 0.00026 6.92 5 6.3 4873.0 4.82 11 11.9865 0.561 6.626 0.601 -0.827 0.311 240.268539 -48.136196 61.437443 -37.758598 3.8719 -9.2815 -2.2438 -2.8685 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.704 1.662 0.66 0.243 0.116 -0.057 5.453 21.79 -63.47 40.2 -35.93 0.00026 6.69 5 6.2 4931.0 4.61 11 11.9579 0.773 6.469 0.615 -0.797 0.299 240.405426 -48.482609 60.998646 -37.848488 3.8697 -9.2668 -2.2304 -2.8824 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.144 1.627 0.731 0.288 0.145 18.553 -18.637 126.46 148.14 -455.77 115.88 0.00026 7.1 5 6.35 4694.0 4.72 9 13.8714 0.481 7.025 0.517 -1.593 0.222 239.4646 -48.014675 61.586586 -37.220737 3.8813 -9.3191 -2.2363 -2.8701 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.314 1.99 0.836 0.304 0.159 4.091 -4.467 58.64 -0.34 -152.98 39.15 0.00026 7.25 5 6.45 4585.0 4.67 11 11.8907 0.767 6.93 0.571 -0.668 0.307 240.021286 -47.642876 62.0597 -37.590416 3.8892 -9.3093 -2.2698 -2.8589 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.252 0.926 0.265 0.099 0.006 -2.516 -8.396 81.7 108.33 -95.15 -85.45 0.00026 4.3 5 4.8 6208.0 4.31 11 11.9158 0.716 4.305 1.08 -1.078 0.337 240.126724 -47.60125 62.113087 -37.661083 3.883 -9.3041 -2.2704 -2.8525 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.653 2.229 0.918 0.325 0.175 7.65 1.908 -12.88 -92.76 -91.64 132.49 0.00025 7.55 5 6.5 4480.0 4.67 11 11.8487 0.56 7.078 0.558 -0.375 0.246 239.912231 -48.46822 61.01815 -37.52158 3.9239 -9.3043 -2.2511 -2.9224 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.128 1.184 0.371 0.118 0.017 4.997 -1.669 87.91 -29.01 -121.81 -10.44 0.00025 5.12 5 5.05 5938.0 4.59 8 10.0752 0.847 4.886 0.902 -0.224 0.223 240.398621 -48.470852 61.013561 -37.844055 3.9594 -9.2967 -2.2825 -2.9491 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
