g u-g g-r r-i i-z mux muy HRV UU VV WW Px Mv CL Typ Teff logg Pop Age Mass Mbol Radius [M/H] [a/Fe] longitude latitude RAJ2000 DECJ2000 Dist x_Gal y_Gal z_Gal Av errPx errMux errMuy errHrv errMv errMass errAge errTeff errLogg errMet errAlphaFe errBand_g errBand_u errBand_r errBand_i errBand_z
18.645 2.298 1.093 0.418 0.24 0.258 15.031 78.32 -87.2 -6.4 -55.55 0.00093 8.34 5 6.75 4236.0 4.59 8 10.0724 0.671 7.443 0.542 -0.765 0.276 240.216339 -47.815144 61.843319 -37.722866 1.0716 -8.3575 -0.6246 -0.7791 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.989 2.207 0.999 0.369 0.21 -0.671 3.759 5.14 -17.79 13.22 -9.85 0.00094 7.71 5 6.6 4462.0 4.67 8 9.959 0.519 7.161 0.573 -0.478 0.285 240.522797 -48.473644 61.009274 -37.926357 1.062 -8.3464 -0.6129 -0.78 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.744 2.272 0.908 0.318 0.17 2.943 -3.542 0.12 2.71 -11.77 9.15 0.00093 7.46 5 6.5 4520.0 4.82 8 10.0089 0.698 6.875 0.605 -0.248 0.225 239.855667 -48.320728 61.203987 -37.48381 1.0721 -8.358 -0.6165 -0.7857 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.585 2.497 0.887 0.294 0.151 7.43 -1.237 70.57 -43.38 -63.19 -29.46 0.00094 7.33 5 6.4 4635.0 4.73 8 9.9871 0.811 6.728 0.618 0.176 0.036 240.210495 -47.64468 62.058773 -37.717892 1.0635 -8.356 -0.6218 -0.7709 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.24 1.663 0.574 0.2 0.081 5.846 -0.945 30.5 -14.73 -39.44 0.82 0.00094 6.04 5 5.9 5166.0 4.51 8 10.0444 0.914 5.952 0.702 -0.593 0.218 239.538483 -48.039413 61.556206 -37.27042 1.0657 -8.3612 -0.6142 -0.7775 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.119 1.596 0.535 0.183 0.068 15.214 6.185 44.07 -69.92 -67.39 28.44 0.00093 5.9 5 5.7 5417.0 4.64 8 10.1152 0.746 5.785 0.723 -0.496 0.256 239.54451 -47.907558 61.721935 -37.272949 1.0787 -8.3665 -0.6233 -0.7854 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.987 2.064 1.047 0.402 0.229 40.243 -67.028 121.16 186.47 -374.69 44.08 0.00094 8.69 5 6.7 4179.0 4.94 9 13.7914 0.507 7.96 0.417 -1.074 0.292 240.549805 -47.911701 61.721661 -37.946804 1.068 -8.3519 -0.6233 -0.7775 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.992 2.883 1.297 0.964 0.553 7.097 -0.059 31.65 -28.76 -33.41 -5.92 0.00092 11.0 5 7.2 3434.0 4.9 6 6.0947 0.596 9.491 0.303 0.029 -0.015 239.437225 -48.55751 60.90477 -37.20715 1.0824 -8.3643 -0.6169 -0.7964 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.436 2.744 1.32 0.866 0.496 10.977 9.643 35.49 -67.75 -31.03 6.21 0.00092 10.42 5 7.2 3582.0 4.93 5 3.9665 0.568 9.202 0.333 -0.109 -0.03 239.383194 -48.211761 61.338406 -37.168579 1.0908 -8.3702 -0.6256 -0.7983 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.149 2.716 1.335 0.831 0.476 0.562 5.226 36.21 -42.26 -14.63 -18.05 0.00092 10.13 5 7.15 3694.0 4.73 7 8.6009 0.504 9.131 0.341 -0.408 -0.006 239.838028 -47.818371 61.836899 -37.468868 1.086 -8.3664 -0.6305 -0.7898 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.554 2.765 1.37 0.719 0.411 7.19 -5.912 -4.02 15.7 -39.07 27.01 0.00092 10.52 5 7.15 3660.0 4.98 8 9.8947 0.279 9.203 0.318 -0.407 0.262 239.807419 -48.333725 61.187485 -37.451775 1.0881 -8.3638 -0.6252 -0.7979 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.386 2.786 1.363 0.698 0.398 8.941 -11.334 24.48 25.03 -71.84 11.07 0.00092 10.36 5 7.1 3803.0 4.75 8 10.1384 0.496 9.052 0.334 -0.534 0.273 239.589264 -48.157593 61.408073 -37.305466 1.0904 -8.3682 -0.6273 -0.7973 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.65 2.638 1.279 0.642 0.362 4.413 -5.137 24.83 2.1 -35.99 -2.94 0.00092 9.69 5 7.05 3886.0 4.96 8 10.1203 0.448 8.454 0.409 -0.432 0.226 239.399094 -48.404644 61.096481 -37.180893 1.0835 -8.3662 -0.6191 -0.7953 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.372 2.612 1.274 0.61 0.343 9.894 -3.402 68.05 -34.97 -80.7 -13.29 0.00091 9.39 5 7.0 3998.0 4.84 8 10.0074 0.624 8.306 0.43 -0.473 0.193 239.522064 -47.681473 62.005714 -37.2547 1.0994 -8.3754 -0.6379 -0.7979 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.041 2.463 1.217 0.498 0.295 3.738 -1.558 0.61 3.99 -21.52 14.89 0.00092 8.7 5 6.9 4025.0 4.97 8 10.172 0.533 7.867 0.489 -0.384 0.245 239.97583 -48.498344 60.980122 -37.563717 1.0887 -8.361 -0.6246 -0.8003 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.539 2.046 1.027 0.394 0.224 -2.118 -0.759 4.77 8.46 0.49 -11.29 0.00092 8.22 5 6.7 4208.0 4.47 8 9.8993 0.581 7.302 0.557 -1.091 0.312 240.388077 -48.023125 61.580521 -37.83847 1.0817 -8.3575 -0.629 -0.7891 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.49 2.879 1.38 0.608 0.346 15.269 -11.808 181.73 -36.95 -186.09 -83.01 0.00092 10.47 5 7.1 3899.0 5.0 11 11.9385 0.319 9.179 0.305 -0.861 0.332 240.524811 -48.228901 61.319527 -37.929249 1.0873 -8.3564 -0.6305 -0.7959 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.74 2.628 1.283 0.609 0.343 -2.725 -34.831 80.85 135.55 -121.91 -77.99 0.00092 9.78 5 7.05 3877.0 4.89 11 11.8653 0.32 8.713 0.358 -0.706 0.246 239.530746 -48.506878 60.968754 -37.268829 1.0854 -8.3646 -0.6198 -0.798 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.093 2.512 1.205 0.575 0.321 27.94 -14.07 -35.3 7.45 -108.1 124.35 0.00092 9.16 5 6.9 4008.0 4.93 11 12.071 0.494 8.252 0.417 -0.206 0.226 239.199097 -48.501801 60.973263 -37.049065 1.0905 -8.37 -0.6206 -0.8017 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.627 2.374 1.203 0.474 0.272 5.093 -0.64 -37.41 6.84 11.22 44.19 0.00091 9.28 5 6.9 3961.0 4.83 11 12.0407 0.521 8.101 0.437 -0.987 0.319 239.340408 -47.681923 62.002571 -37.132427 1.0955 -8.3761 -0.6345 -0.7951 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.133 2.377 1.178 0.465 0.269 -16.3 -26.602 14.04 138.19 -24.84 -60.85 0.00092 8.8 5 6.85 4126.0 4.79 11 12.0301 0.579 7.952 0.457 -0.796 0.292 239.471954 -47.926163 61.697781 -37.224556 1.0846 -8.3692 -0.626 -0.7901 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.555 2.324 1.107 0.425 0.245 12.996 14.53 103.61 -117.2 -72.18 -31.92 0.00091 8.19 5 6.75 4145.0 4.81 11 11.9695 0.712 7.657 0.495 -0.696 0.244 239.327286 -48.309544 61.215271 -37.132359 1.0994 -8.373 -0.6289 -0.8059 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.074 2.034 0.943 0.352 0.201 -12.328 -1.088 29.5 17.27 27.35 -66.36 0.00092 7.75 5 6.6 4511.0 4.74 11 11.8379 0.634 7.224 0.542 -0.868 0.283 239.275513 -48.455688 61.031593 -37.099312 1.0922 -8.3701 -0.6227 -0.8025 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.926 2.883 1.297 0.964 0.553 15.186 7.25 61.27 -79.56 -60.3 2.12 0.00091 10.89 5 7.2 3496.0 4.85 7 8.4812 0.373 9.491 0.303 0.069 0.037 240.058044 -47.988205 61.624043 -37.617573 1.1014 -8.3679 -0.6387 -0.8033 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.132 2.71 1.327 0.802 0.459 8.506 7.924 31.7 -64.08 -27.34 5.97 0.0009 10.08 5 7.15 3612.0 4.87 6 5.979 0.373 8.991 0.357 -0.254 0.039 239.849121 -47.979145 61.634399 -37.47768 1.1108 -8.3735 -0.643 -0.8102 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.385 2.552 1.146 0.468 0.268 6.701 2.569 5.64 -20.7 -17.55 15.97 0.00089 7.98 5 6.7 4182.0 4.65 6 6.0732 0.829 7.149 0.636 0.024 0.022 240.62915 -48.441185 61.049679 -37.997158 1.1175 -8.3636 -0.646 -0.8212 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.853 2.709 1.34 0.778 0.445 11.182 7.319 65.45 -80.84 -52.93 -7.7 0.00091 10.8 5 7.15 3617.0 4.77 8 9.9448 0.256 9.355 0.3 -0.359 0.183 240.057739 -48.062641 61.530087 -37.617683 1.1042 -8.3683 -0.6395 -0.8064 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.551 2.732 1.357 0.734 0.42 8.817 -15.201 -6.17 48.82 -63.13 34.9 0.00091 10.49 5 7.15 3728.0 5.08 8 9.9831 0.343 9.203 0.318 -0.363 0.275 239.517502 -47.7822 61.879139 -37.253143 1.1047 -8.3765 -0.6397 -0.8031 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.331 2.793 1.346 0.689 0.392 15.218 12.348 -8.62 -88.62 -11.62 58.07 0.0009 10.28 5 7.1 3752.0 5.03 8 9.9729 0.439 8.902 0.353 -0.661 0.254 239.830368 -48.560623 60.901657 -37.46735 1.1081 -8.3686 -0.634 -0.8157 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.562 2.585 1.25 0.675 0.382 8.988 -7.211 -1.07 11.94 -42.71 34.63 0.0009 9.56 5 7.05 3862.0 4.85 8 9.8998 0.511 8.454 0.409 -0.111 0.148 240.009018 -47.656342 62.042599 -37.582283 1.1086 -8.3733 -0.6468 -0.8044 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.551 2.147 1.041 0.393 0.225 7.149 -0.263 39.4 -27.55 -53.3 -2.19 0.0009 8.17 5 6.7 4244.0 4.81 8 9.7253 0.57 7.302 0.557 -0.803 0.289 240.12233 -47.785099 61.880833 -37.65955 1.1131 -8.3726 -0.6485 -0.8094 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.779 1.975 0.872 0.322 0.171 11.561 -2.989 31.39 -17.42 -62.55 15.28 0.00089 7.41 5 6.5 4513.0 4.6 8 10.0175 0.705 6.875 0.605 -0.974 0.294 239.623688 -48.139534 61.431023 -37.328281 1.1197 -8.3778 -0.6446 -0.8189 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.098 2.153 0.745 0.252 0.122 4.2 -7.18 51.24 12.56 -66.23 -18.15 0.0009 6.77 5 6.25 4848.0 4.7 8 9.9553 0.696 6.427 0.65 -0.371 0.213 240.075363 -47.922569 61.706989 -37.628853 1.1119 -8.3717 -0.6458 -0.8103 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.788 2.14 0.661 0.21 0.09 4.942 3.734 50.53 -36.9 -39.8 -17.35 0.00089 6.46 5 6.05 5108.0 4.51 8 9.8813 0.561 6.114 0.682 -0.162 0.132 240.316116 -47.959984 61.660408 -37.79026 1.1193 -8.3712 -0.6512 -0.8163 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.305 1.922 0.575 0.176 0.063 2.156 1.101 46.55 -26.96 -38.04 -23.48 0.00091 6.03 5 5.7 5386.0 4.64 8 9.8701 0.837 5.785 0.723 0.305 -0.008 240.418259 -48.516186 60.956024 -37.85677 1.1041 -8.361 -0.636 -0.8121 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.484 0.549 -0.326 -0.222 -0.265 10.47 -8.046 2.01 16.93 -54.41 30.39 0.00091 11.41 6 9.0 14061.0 8.05 8 9.9135 0.644 10.324 0.013 -0.233 0.173 239.472443 -48.437416 61.055744 -37.229805 1.1005 -8.3709 -0.6289 -0.8084 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.844 2.824 1.378 0.68 0.388 -1.011 -6.994 147.0 -23.67 -95.53 -111.18 0.0009 10.77 5 7.1 3780.0 4.93 11 11.9821 0.409 9.489 0.273 -0.737 0.27 239.393402 -47.677353 62.009102 -37.168026 1.1084 -8.38 -0.6423 -0.8045 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.076 2.762 1.337 0.622 0.352 11.093 -6.067 27.95 -0.4 -68.1 12.35 0.0009 10.03 5 7.05 3764.0 5.05 11 12.2428 0.544 9.022 0.322 -0.739 0.23 239.52916 -47.775864 61.887226 -37.260887 1.1127 -8.3792 -0.6445 -0.809 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.076 2.667 1.359 0.569 0.321 32.293 27.783 145.99 -234.96 -119.04 4.44 0.0009 10.03 5 7.05 3784.0 4.88 11 11.9665 0.198 8.866 0.341 -1.149 0.294 239.64093 -47.857456 61.785919 -37.336998 1.108 -8.3757 -0.6415 -0.8066 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.71 2.046 1.036 0.4 0.228 30.104 3.017 43.93 -88.44 -119.4 75.38 0.0009 8.32 5 6.7 4231.0 4.82 11 11.9043 0.611 7.512 0.511 -1.013 0.354 240.379135 -48.298855 61.231419 -37.831978 1.1139 -8.3663 -0.6442 -0.8167 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.428 2.194 1.016 0.378 0.216 6.619 -20.11 45.69 65.45 -103.42 -8.15 0.00091 8.07 5 6.65 4266.0 4.97 11 12.0634 0.458 7.368 0.528 -0.758 0.264 240.018616 -48.273502 61.263821 -37.592117 1.1024 -8.3666 -0.6355 -0.8077 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.199 2.016 0.941 0.352 0.201 9.66 4.37 82.82 -63.83 -65.79 -30.56 0.00091 7.86 5 6.6 4437.0 4.74 11 11.8055 0.761 7.224 0.542 -0.929 0.336 240.038315 -48.448849 61.042522 -37.605202 1.1004 -8.3645 -0.6324 -0.8085 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.696 2.189 0.858 0.302 0.158 9.289 4.741 33.22 -53.2 -41.16 5.18 0.00089 7.33 5 6.45 4683.0 4.66 11 12.0542 0.444 6.93 0.571 -0.485 0.258 240.012115 -48.26672 61.272369 -37.587776 1.12 -8.3726 -0.6457 -0.8208 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.11 1.324 0.456 0.157 0.048 15.216 -8.519 104.84 -22.61 -137.93 -22.82 0.0009 5.84 5 5.45 5552.0 4.77 11 12.0697 0.455 5.637 0.713 -0.484 0.253 239.969086 -48.001152 61.607323 -37.558113 1.1127 -8.3726 -0.6446 -0.8119 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.824 2.859 1.294 0.949 0.544 7.47 2.64 5.2 -32.1 -27.16 27.88 0.00088 10.72 5 7.2 3546.0 4.77 5 3.9845 0.368 9.418 0.311 0.015 0.016 239.774445 -47.709888 61.972958 -37.42495 1.1395 -8.386 -0.6625 -0.8279 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.769 2.836 1.292 0.933 0.535 13.538 -0.905 52.69 -47.72 -78.26 8.66 0.00089 10.69 5 7.2 3553.0 4.93 7 8.4246 0.389 9.346 0.318 0.252 -0.013 239.885483 -48.499146 60.979137 -37.503849 1.1265 -8.3745 -0.6457 -0.8287 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.369 2.767 1.303 0.884 0.506 4.628 5.195 59.51 -52.23 -32.1 -28.44 0.00089 10.3 5 7.2 3569.0 4.88 7 8.6634 0.291 9.202 0.333 -0.002 -0.001 239.981323 -47.938244 61.686745 -37.565933 1.122 -8.376 -0.6508 -0.818 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.961 2.543 1.063 0.389 0.219 3.477 2.085 43.57 -39.99 -26.9 -21.99 0.00088 7.52 5 6.5 4275.0 4.66 6 5.9613 0.664 6.793 0.692 -0.323 0.031 240.35704 -47.640339 62.065083 -37.816601 1.1388 -8.3795 -0.6669 -0.8265 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.922 2.732 1.372 0.744 0.426 0.998 0.953 50.59 -22.35 -31.55 -34.27 0.00088 10.79 5 7.15 3656.0 5.01 8 9.8991 0.291 9.355 0.3 -0.491 0.267 239.775375 -48.362888 61.150658 -37.430573 1.1371 -8.3803 -0.6528 -0.8348 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.618 2.781 1.376 0.712 0.407 1.815 6.59 -42.24 -23.48 33.76 37.7 0.00089 10.52 5 7.15 3621.0 4.95 8 9.8894 0.21 9.203 0.318 -0.567 0.289 240.324249 -47.856701 61.791111 -37.795471 1.1206 -8.3723 -0.6533 -0.8159 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.564 2.715 1.328 0.74 0.422 11.536 -7.697 65.11 -11.87 -94.68 -9.21 0.00088 10.46 5 7.1 3683.0 4.97 8 10.1266 0.555 9.052 0.334 -0.334 0.189 239.217133 -47.79195 61.862801 -37.051514 1.1394 -8.3918 -0.6576 -0.829 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.14 2.728 1.321 0.72 0.41 2.782 0.546 34.41 -18.9 -21.42 -21.01 0.00089 10.08 5 7.1 3696.0 4.89 8 9.9774 0.356 8.902 0.353 -0.323 0.224 240.300919 -48.491135 60.988342 -37.779179 1.1206 -8.3679 -0.6451 -0.8241 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.973 2.774 1.344 0.613 0.348 5.413 4.728 65.57 -57.84 -43.97 -32.12 0.00088 9.89 5 7.05 3830.0 4.97 8 9.8654 0.246 8.604 0.391 -0.684 0.311 240.534698 -48.472988 61.01001 -37.934261 1.1305 -8.3687 -0.6525 -0.8313 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.509 2.589 1.252 0.673 0.381 4.723 1.479 29.77 -25.62 -21.18 -8.9 0.00089 9.47 5 7.05 3871.0 4.77 8 10.2383 0.317 8.454 0.409 -0.151 0.142 239.433868 -48.519444 60.952553 -37.204716 1.1296 -8.3805 -0.6442 -0.8313 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.605 2.371 1.103 0.419 0.243 -6.853 12.818 61.18 -66.15 16.89 -65.67 0.00089 8.19 5 6.75 4102.0 4.81 8 9.959 0.49 7.443 0.542 -0.465 0.279 240.066559 -48.219303 61.332287 -37.623974 1.1249 -8.374 -0.6495 -0.8239 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.197 2.485 1.078 0.4 0.229 -10.168 12.629 36.47 -43.51 50.8 -67.9 0.00088 7.76 5 6.7 4246.0 4.68 8 9.8401 0.517 7.302 0.557 -0.096 0.196 239.930695 -47.656033 62.042297 -37.529518 1.1345 -8.3829 -0.6614 -0.8236 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.842 2.206 0.899 0.318 0.17 13.423 -20.085 4.26 72.56 -110.12 42.58 0.00088 7.44 5 6.5 4506.0 4.51 8 9.9853 0.488 6.875 0.605 -0.596 0.26 240.365784 -48.142731 61.429111 -37.823483 1.132 -8.3735 -0.6566 -0.8281 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.51 2.864 1.37 0.651 0.37 19.315 5.996 74.13 -99.07 -95.34 17.86 0.00089 10.42 5 7.1 3671.0 4.84 11 11.8509 0.391 9.335 0.288 -0.718 0.29 240.577927 -47.934864 61.692265 -37.965618 1.1245 -8.3701 -0.6562 -0.8198 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.764 2.617 1.274 0.619 0.349 4.53 -1.265 125.86 -48.15 -89.96 -74.48 0.00089 9.73 5 7.05 3979.0 4.93 11 12.0017 0.202 8.713 0.358 -0.333 0.31 240.404984 -48.501507 60.974712 -37.848072 1.1264 -8.3686 -0.649 -0.8286 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.111 2.401 1.15 0.449 0.261 7.417 -4.634 88.72 -26.02 -95.59 -33.59 0.00088 8.67 5 6.8 4203.0 4.88 11 12.2379 0.424 7.803 0.476 -0.664 0.272 239.567825 -48.362953 61.149784 -37.292667 1.1394 -8.3835 -0.6527 -0.8366 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.524 1.846 0.771 0.284 0.145 21.033 15.495 6.1 -110.2 -30.57 65.12 0.00089 7.16 5 6.35 4688.0 4.77 11 12.0188 0.604 6.779 0.587 -0.824 0.269 239.866272 -48.296169 61.23497 -37.490791 1.1291 -8.3771 -0.6496 -0.828 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.031 2.717 1.28 0.852 0.487 2.845 7.325 50.33 -59.47 -24.11 -20.37 0.00087 9.94 5 7.15 3632.0 4.85 5 4.0682 0.38 8.991 0.357 0.147 -0.013 240.034546 -47.837265 61.814442 -37.600952 1.1437 -8.3834 -0.665 -0.8327 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.801 2.927 1.45 0.659 0.378 14.003 -8.511 42.55 3.47 -101.47 19.18 0.00087 10.6 5 7.15 3702.0 5.01 8 9.9526 0.346 9.355 0.3 -0.952 0.266 240.094238 -48.516846 60.95657 -37.642128 1.1537 -8.381 -0.6624 -0.8493 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.7 2.715 1.333 0.759 0.434 2.254 -9.355 -15.18 45.71 -26.98 21.11 0.00086 10.55 5 7.15 3661.0 5.11 8 9.8522 0.232 9.203 0.318 -0.209 0.203 240.276108 -47.787224 61.878864 -37.762894 1.1577 -8.3857 -0.6755 -0.8424 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.692 2.747 1.346 0.719 0.41 -3.531 7.887 8.95 -37.66 27.96 -17.54 0.00087 10.55 5 7.1 3658.0 4.95 8 10.0034 0.334 9.052 0.334 -0.616 0.266 239.583755 -47.734375 61.940037 -37.296993 1.1547 -8.3932 -0.6697 -0.8395 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
